0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
0,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
71,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
75,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
76,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
80,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
86,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
94,0 
104,0 
